year,age_group,gender,education_level,income_bracket,population_count
2013,65 to 80+,Female,No high school diploma,3500049999,8609.0
2013,65 to 80+,Female,No high school diploma,5000074999,7600.0
2013,65 to 80+,Female,No high school diploma,75000,3026.0
2013,65 to 80+,Female,High school or equivalent,,43226.0
2013,65 to 80+,Female,High school or equivalent,50009999,112957.0
2013,65 to 80+,Female,High school or equivalent,1000014999,194765.0
2013,65 to 80+,Female,High school or equivalent,1500024999,221218.0
2013,65 to 80+,Female,High school or equivalent,2500034999,36333.0
2013,65 to 80+,Female,High school or equivalent,3500049999,29427.0
2013,65 to 80+,Female,High school or equivalent,5000074999,20412.0
2013,65 to 80+,Female,High school or equivalent,75000,8493.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",,13731.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",50009999,85075.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",1000014999,131819.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",1500024999,181219.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",2500034999,56178.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",3500049999,49614.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",5000074999,57827.0
2013,65 to 80+,Female,"Some college, less than 4-yr degree",75000,39607.0
2013,65 to 80+,Female,Bachelor's degree or higher,,29147.0
2013,65 to 80+,Female,Bachelor's degree or higher,50009999,48558.0
2013,65 to 80+,Female,Bachelor's degree or higher,1000014999,87412.0
2013,65 to 80+,Female,Bachelor's degree or higher,1500024999,94601.0
2013,65 to 80+,Female,Bachelor's degree or higher,2500034999,58537.0
2013,65 to 80+,Female,Bachelor's degree or higher,3500049999,49722.0
2013,65 to 80+,Female,Bachelor's degree or higher,5000074999,70534.0
2013,65 to 80+,Female,Bachelor's degree or higher,75000,94383.0
2014,00 to 17,Male,Children under 15,,
2014,00 to 17,Male,No high school diploma,,610313.0
2014,00 to 17,Male,No high school diploma,50009999,26380.0
2014,00 to 17,Male,No high school diploma,1000014999,11857.0
2014,00 to 17,Male,No high school diploma,1500024999,3920.0
2014,00 to 17,Male,High school or equivalent,,15741.0
2014,00 to 17,Male,High school or equivalent,50009999,2048.0
2014,00 to 17,Male,High school or equivalent,1000014999,4355.0
2014,00 to 17,Male,"Some college, less than 4-yr degree",1500024999,1664.0
2014,00 to 17,Female,Children under 15,,
2014,00 to 17,Female,No high school diploma,,639596.0
2014,00 to 17,Female,No high school diploma,50009999,15795.0
2014,00 to 17,Female,No high school diploma,1000014999,13768.0
2014,00 to 17,Female,No high school diploma,5000074999,3265.0
2014,00 to 17,Female,High school or equivalent,,
2014,00 to 17,Female,High school or equivalent,50009999,1583.0
2014,00 to 17,Female,High school or equivalent,1500024999,3116.0
2014,00 to 17,Female,High school or equivalent,2500034999,2190.0
2014,00 to 17,Female,"Some college, less than 4-yr degree",,
2014,00 to 17,Female,"Some college, less than 4-yr degree",50009999,1356.0
2014,00 to 17,Female,"Some college, less than 4-yr degree",1500024999,2776.0
2014,00 to 17,Female,Bachelor's degree or higher,1000014999,
2014,00 to 17,Female,Bachelor's degree or higher,1500024999,2471.0
2014,18 to 64,Male,No high school diploma,,376783.0
2014,18 to 64,Male,No high school diploma,50009999,158572.0
2014,18 to 64,Male,No high school diploma,1000014999,231957.0
2014,18 to 64,Male,No high school diploma,1500024999,460129.0
2014,18 to 64,Male,No high school diploma,2500034999,288460.0
2014,18 to 64,Male,No high school diploma,3500049999,194888.0
2014,18 to 64,Male,No high school diploma,5000074999,104646.0
2014,18 to 64,Male,No high school diploma,75000,54734.0
2014,18 to 64,Male,High school or equivalent,,405204.0
2014,18 to 64,Male,High school or equivalent,50009999,238754.0
2014,18 to 64,Male,High school or equivalent,1000014999,200365.0
2014,18 to 64,Male,High school or equivalent,1500024999,520580.0
2014,18 to 64,Male,High school or equivalent,2500034999,467906.0
2014,18 to 64,Male,High school or equivalent,3500049999,418051.0
2014,18 to 64,Male,High school or equivalent,5000074999,322511.0
2014,18 to 64,Male,High school or equivalent,75000,227515.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",,343156.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",50009999,255129.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",1000014999,278291.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",1500024999,556174.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",2500034999,371185.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",3500049999,495675.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",5000074999,423087.0
2014,18 to 64,Male,"Some college, less than 4-yr degree",75000,495187.0
2014,18 to 64,Male,Bachelor's degree or higher,,181482.0
2014,18 to 64,Male,Bachelor's degree or higher,50009999,86481.0
2014,18 to 64,Male,Bachelor's degree or higher,1000014999,104462.0
2014,18 to 64,Male,Bachelor's degree or higher,1500024999,233954.0
2014,18 to 64,Male,Bachelor's degree or higher,2500034999,218789.0
2014,18 to 64,Male,Bachelor's degree or higher,3500049999,357532.0
2014,18 to 64,Male,Bachelor's degree or higher,5000074999,682425.0
2014,18 to 64,Male,Bachelor's degree or higher,75000,1628605.0
2014,18 to 64,Female,No high school diploma,,723208.0
2014,18 to 64,Female,No high school diploma,50009999,239883.0
2014,18 to 64,Female,No high school diploma,1000014999,189839.0
2014,18 to 64,Female,No high school diploma,1500024999,277974.0
2014,18 to 64,Female,No high school diploma,2500034999,120389.0
2014,18 to 64,Female,No high school diploma,3500049999,43218.0
2014,18 to 64,Female,No high school diploma,5000074999,14635.0
2014,18 to 64,Female,No high school diploma,75000,2058.0
2014,18 to 64,Female,High school or equivalent,,670294.0
2014,18 to 64,Female,High school or equivalent,50009999,266348.0
2014,18 to 64,Female,High school or equivalent,1000014999,272824.0
2014,18 to 64,Female,High school or equivalent,1500024999,453432.0
2014,18 to 64,Female,High school or equivalent,2500034999,318868.0
2014,18 to 64,Female,High school or equivalent,3500049999,245318.0
2014,18 to 64,Female,High school or equivalent,5000074999,128589.0
2014,18 to 64,Female,High school or equivalent,75000,52375.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",,581907.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",50009999,404151.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",1000014999,389764.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",1500024999,483518.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",2500034999,528017.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",3500049999,469153.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",5000074999,344454.0
2014,18 to 64,Female,"Some college, less than 4-yr degree",75000,155579.0
2014,18 to 64,Female,Bachelor's degree or higher,,359264.0
2014,18 to 64,Female,Bachelor's degree or higher,50009999,148975.0
2014,18 to 64,Female,Bachelor's degree or higher,1000014999,206941.0
2014,18 to 64,Female,Bachelor's degree or higher,1500024999,352744.0
2014,18 to 64,Female,Bachelor's degree or higher,2500034999,340611.0
2014,18 to 64,Female,Bachelor's degree or higher,3500049999,531019.0
2014,18 to 64,Female,Bachelor's degree or higher,5000074999,660048.0
2014,18 to 64,Female,Bachelor's degree or higher,75000,953282.0
2014,65 to 80+,Male,No high school diploma,,31263.0
2014,65 to 80+,Male,No high school diploma,50009999,40404.0
2014,65 to 80+,Male,No high school diploma,1000014999,81810.0
2014,65 to 80+,Male,No high school diploma,1500024999,76893.0
2014,65 to 80+,Male,No high school diploma,2500034999,32058.0
2014,65 to 80+,Male,No high school diploma,3500049999,15212.0
2014,65 to 80+,Male,No high school diploma,5000074999,8569.0
2014,65 to 80+,Male,No high school diploma,75000,2153.0
2014,65 to 80+,Male,High school or equivalent,,28914.0
2014,65 to 80+,Male,High school or equivalent,50009999,44824.0
2014,65 to 80+,Male,High school or equivalent,1000014999,66527.0
2014,65 to 80+,Male,High school or equivalent,1500024999,116746.0
2014,65 to 80+,Male,High school or equivalent,2500034999,80555.0
2014,65 to 80+,Male,High school or equivalent,3500049999,64170.0
2014,65 to 80+,Male,High school or equivalent,5000074999,40307.0
2014,65 to 80+,Male,High school or equivalent,75000,36180.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",,27344.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",50009999,15423.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",1000014999,45185.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",1500024999,101765.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",2500034999,96958.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",3500049999,83427.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",5000074999,53141.0
2014,65 to 80+,Male,"Some college, less than 4-yr degree",75000,42633.0
2014,65 to 80+,Male,Bachelor's degree or higher,,19286.0
2014,65 to 80+,Male,Bachelor's degree or higher,50009999,28093.0
2014,65 to 80+,Male,Bachelor's degree or higher,1000014999,36463.0
2014,65 to 80+,Male,Bachelor's degree or higher,1500024999,103998.0
2014,65 to 80+,Male,Bachelor's degree or higher,2500034999,74877.0
2014,65 to 80+,Male,Bachelor's degree or higher,3500049999,120656.0
2014,65 to 80+,Male,Bachelor's degree or higher,5000074999,154551.0
2014,65 to 80+,Male,Bachelor's degree or higher,75000,294802.0
2014,65 to 80+,Female,No high school diploma,,73275.0
2014,65 to 80+,Female,No high school diploma,50009999,158180.0
2014,65 to 80+,Female,No high school diploma,1000014999,161001.0
2014,65 to 80+,Female,No high school diploma,1500024999,60502.0
2014,65 to 80+,Female,No high school diploma,2500034999,23657.0
2014,65 to 80+,Female,No high school diploma,3500049999,7261.0
2014,65 to 80+,Female,No high school diploma,5000074999,4666.0
2014,65 to 80+,Female,High school or equivalent,,57461.0
2014,65 to 80+,Female,High school or equivalent,50009999,76573.0
2014,65 to 80+,Female,High school or equivalent,1000014999,152945.0
2014,65 to 80+,Female,High school or equivalent,1500024999,161619.0
2014,65 to 80+,Female,High school or equivalent,2500034999,61889.0
2014,65 to 80+,Female,High school or equivalent,3500049999,55265.0
2014,65 to 80+,Female,High school or equivalent,5000074999,34110.0
2014,65 to 80+,Female,High school or equivalent,75000,7122.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",,32604.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",50009999,135938.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",1000014999,85356.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",1500024999,203800.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",2500034999,95482.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",3500049999,64166.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",5000074999,63144.0
2014,65 to 80+,Female,"Some college, less than 4-yr degree",75000,54704.0
2014,65 to 80+,Female,Bachelor's degree or higher,,15459.0
2014,65 to 80+,Female,Bachelor's degree or higher,50009999,62471.0
2014,65 to 80+,Female,Bachelor's degree or higher,1000014999,104583.0
2014,65 to 80+,Female,Bachelor's degree or higher,1500024999,82988.0
2014,65 to 80+,Female,Bachelor's degree or higher,2500034999,59607.0
2014,65 to 80+,Female,Bachelor's degree or higher,3500049999,113584.0
2014,65 to 80+,Female,Bachelor's degree or higher,5000074999,97657.0
2014,65 to 80+,Female,Bachelor's degree or higher,75000,110009.0
